상권_코드,상권_코드_명,id,구,2020_총_유동인구_수_합계(상권코드),2019_총_유동인구_수_합계(상권코드),2018_총_유동인구_수_합계(상권코드),,,,
,삼성로63길,1,강남구,6131646,6065358,2571326,,,,
,삼성로57길,1,강남구,5215712,4900430,2068387,,,,
,삼성로147길,1,강남구,3977965,3725975,1402254,,,,
,삼성로115길,1,강남구,4120735,3789726,1164655,,,,
,봉은사로68길,1,강남구,3802451,3646584,1572216,,,,
,봉은사로57길,1,강남구,3774549,3876546,1416883,,,,
,봉은사로43길,1,강남구,5827111,5806805,2317577,,,,
,봉은사로29길,1,강남구,5883028,5604180,3041597,,,,
,봉은사로109길,1,강남구,2074085,2423213,1045212,,,,
,도산대로89길,1,강남구,2808520,2599159,759783,,,,
,도산대로81길,1,강남구,2818781,2655779,1049324,,,,
,도산대로50길,1,강남구,4445558,4345096,2233591,,,,
,도산대로38길,1,강남구,2438509,2422409,1264147,,,,
,도산대로30길,1,강남구,2694897,2732571,1274276,,,,
,도산대로23길,1,강남구,3621233,3641320,1642177,,,,
,도산대로15길,1,강남구,3763558,3746639,1747192,,,,
,도곡로37길,1,강남구,5985087,5862040,2045447,,,,
,논현로8길,1,강남구,2095485,1968487,442454,,,,
,논현로63길,1,강남구,4559503,4447647,1662675,,,,
,논현로28길,1,강남구,2879807,2866186,1183370,,,,
,논현로26길,1,강남구,2857281,2860445,1240585,,,,
,논현로159길,1,강남구,3598520,3608722,1909837,,,,
,논현로139길,1,강남구,3778778,3772935,1866561,,,,
,논현로123길,1,강남구,4084340,3858860,968276,,,,
,논현로115길,1,강남구,6311135,6052987,2836184,,,,
,논현로10길,1,강남구,3330397,3243002,758853,,,,
,논현로106길,1,강남구,4157854,3941116,2508139,,,,
,남부순환로365길,18,송파구,4179391,4072164,1440648,,,,
,개포로82길,1,강남구,660263,490686,136704,,,,
,개포로28길,1,강남구,2395755,2728651,798165,,,,
,개포로20길,1,강남구,3593827,3647958,1056082,,,,
,개포로17길,1,강남구,2662533,2928422,987373,,,,
,강남대로140길,1,강남구,3457952,3458518,2189724,,,,
,강남대로136길,1,강남구,4516230,4382167,2169136,,,,
,강남대로118길,1,강남구,4986617,4989969,1735292,,,,
,서초중앙로8길,15,서초구,4375589,4669081,1791843,,,,
,방배중앙로21길,15,서초구,4691954,4573372,1450894,,,,
,효령로72길,15,서초구,3190760,3503424,1419296,,,,
,효령로34길,15,서초구,2050833,2215585,1060254,,,,
,효령로31길,15,서초구,3963845,4013518,1673024,,,,
,효령로23길,15,서초구,3783204,3861174,1629685,,,,
,청두곶길,15,서초구,4873562,5014695,1835163,,,,
,주흥길,15,서초구,5496365,5452622,2432623,,,,
,주흥15길,15,서초구,4983256,4997602,2384487,,,,
,언남길,15,서초구,2702929,2610229,848477,,,,
,신반포로45길,15,서초구,4419595,4516311,2126310,,,,
,서초대로8길,15,서초구,3412095,3496267,1345678,,,,
,서초대로64길,15,서초구,3394965,3906779,1381255,,,,
,서초대로4길,15,서초구,4805326,5206669,3196676,,,,
,서초대로25길,15,서초구,4731398,4696481,1732094,,,,
,서초대로23길,15,서초구,4089304,4118549,1591836,,,,
,서초대로15길,15,서초구,3931600,4026239,1479997,,,,
,사평대로57길,15,서초구,5237505,5268050,3057610,,,,
,사평대로26길,15,서초구,2175238,1973988,585474,,,,
,사평대로22길,15,서초구,3266693,3122468,802778,,,,
,사임당로17길,15,서초구,4241944,5025071,2796684,,,,
,방배로42길,15,서초구,3234934,3320274,1236494,,,,
,방배로35길,15,서초구,4604408,4554460,1591549,,,,
,방배로18길,15,서초구,3350045,3327009,1399572,,,,
,반포대로9길,15,서초구,2925074,2675778,928805,,,,
,바우뫼로39길,15,서초구,3402438,3280358,1332122,,,,
,마방로2길,15,서초구,2228898,2452033,749172,,,,
,방배천로4안길,15,서초구,4016263,4220505,2280501,,,,
,동산로19길,15,서초구,3624405,3387226,955373,,,,
,동산로10길,15,서초구,2792039,2881731,739653,,,,
,동광로39길,15,서초구,3298854,2940056,771998,,,,
,동광로1길,15,서초구,4792388,4692877,1034504,,,,
,동광로12길,15,서초구,5925288,6128117,3711155,,,,
,논현로27길,1,강남구,2802541,2719180,1237627,,,,
,논현로1길,1,강남구,3274685,3182192,733681,,,,
,남부순환로339길,15,서초구,2643618,2891958,906653,,,,
,남부순환로325길,15,서초구,3270210,3263954,1821084,,,,
,남부순환로317길,15,서초구,3484553,3369675,1512670,,,,
,고무래로8길,15,서초구,2847778,2896068,1003159,,,,
,강남대로8길,1,강남구,2894679,3068544,846148,,,,
,강남대로34길,1,강남구,3529768,3572288,1661531,,,,
,강남대로23길,1,강남구,1314541,1308633,557801,,,,
,소담길,1,강남구,6968525,6052521,1470735,,,,
,원신길,5,관악구,3106473,2999566,590694,,,,
,양지길,5,관악구,3710836,3982579,1331809,,,,
,양산길,5,관악구,3322526,3663124,1183486,,,,
,호암로24길,5,관악구,7892707,8800520,3450175,,,,
,호암로20길,5,관악구,7893760,8182292,2949159,,,,
,행운길,5,관악구,8003120,8210777,2999483,,,,
,행운1길,5,관악구,7766896,8021310,3464701,,,,
,청림3길,5,관악구,6048487,5437543,1135306,,,,
,청룡길,5,관악구,8005274,7467046,3119316,,,,
,청룡8길,5,관악구,6807418,6607705,1943170,,,,
,중앙길,19,양천구,9365656,8623067,2740635,,,,
,조원중앙로2길,5,관악구,5402967,5407040,1466813,,,,
,조원로18길,5,관악구,4561663,4830687,1519851,,,,
,조원로10길,5,관악구,6079681,6419446,2858570,,,,
,장군봉2길,5,관악구,5184063,5397892,1495560,,,,
,장군봉1길,5,관악구,6093985,6256420,2053846,,,,
,인헌길,5,관악구,4863956,4206716,855976,,,,
,은천로25길,5,관악구,4309400,3986553,958816,,,,
,양녕로6길,5,관악구,8475259,7890353,2992148,,,,
,신원로3길,5,관악구,7697033,8069831,2946462,,,,
,신사로20길,5,관악구,4395264,4154288,861479,,,,
,신림로65길,5,관악구,8586569,9429901,4438175,,,,
,신림로64길,5,관악구,6281082,6545850,3526910,,,,
,신림로48길,5,관악구,3871051,3995097,865363,,,,
,신림로38길,5,관악구,4992408,3896365,883390,,,,
,신림로28길,5,관악구,6157745,6517484,2741059,,,,
,신림로11길,5,관악구,5569915,5808021,2237081,,,,
,신림동길,5,관악구,8579423,9040903,3707327,,,,
,승방길,5,관악구,4863098,4775863,1756497,,,,
,서림7길,5,관악구,4346186,4428573,1644218,,,,
,봉천로33길,5,관악구,7595914,7118727,2686085,,,,
,봉천로13길,5,관악구,5111082,5253908,1385002,,,,
,복은길,5,관악구,5582380,4962247,1329775,,,,
,법원단지길,5,관악구,4931875,4880831,1255344,,,,
,법원단지9길,5,관악구,5401164,5326166,1190304,,,,
,미성5길,5,관악구,4684775,4563999,1192507,,,,
,대학길,5,관악구,6199357,6359446,2275783,,,,
,대학14길,5,관악구,4594413,4576480,1251527,,,,
,당곡길,19,양천구,4250123,4270959,1490258,,,,
,남현길,5,관악구,6328888,6160549,1412521,,,,
,남현3길,5,관악구,6538289,6613405,2240927,,,,
,남현2길,5,관악구,7826577,7733851,1839726,,,,
,남부순환로248길,5,관악구,4654346,4339365,1160365,,,,
,남부순환로234길,5,관악구,4282443,4576272,1874588,,,,
,남부순환로172길,5,관악구,6131832,6538002,2114433,,,,
,남부순환로161길,5,관악구,5605876,5541070,1334985,,,,
,남부순환로151길,5,관악구,5024125,5408423,1558580,,,,
,남부순환로142길,5,관악구,4009739,4043689,1265020,,,,
,난향길,5,관악구,1384451,1321372,228558,,,,
,난우길,5,관악구,5631598,5440458,1173517,,,,
,난곡로74길,5,관악구,4975126,5343282,1311775,,,,
,난곡로34길,5,관악구,4694069,4659907,1215741,,,,
,난곡로26길,5,관악구,3701057,3643965,831518,,,,
,난곡로24길,5,관악구,2836477,2759297,388401,,,,
,낙성대역길,5,관악구,5905122,5700183,2321940,,,,
,국회단지길,5,관악구,5794905,5420380,1535670,,,,
,구암길,5,관악구,3480865,3726537,915808,,,,
,관천로22길,5,관악구,6863794,6739723,1967174,,,,
,관천로15길,5,관악구,6757089,6477721,1108313,,,,
,관악로30길,5,관악구,5150827,4672348,1105650,,,,
,관악로28길,5,관악구,4997376,4626789,1144662,,,,
,관악로14길,5,관악구,6838189,7541465,3752011,,,,
,관악로10길,5,관악구,5218710,5639264,2528758,,,,
,흑석로9길,12,동작구,2411548,2860712,3283897,,,,
,흑석로13길,12,동작구,2386024,2835231,3337369,,,,
,장승배기로27길,12,동작구,4923946,4998484,1973374,,,,
,장승배기로19길,12,동작구,4958307,4941705,1813872,,,,
,장승배기로10길,12,동작구,4718923,4704195,1824555,,,,
,여의대방로46길,12,동작구,2907822,2850650,1348301,,,,
,여의대방로24길,12,동작구,3726768,3738266,1372225,,,,
,여의대방로22카길,12,동작구,4643499,4688963,1512898,,,,
,여의대방로22나길,12,동작구,2592665,2583030,896854,,,,
,여의대방로22길,12,동작구,3431176,3432620,1034717,,,,
,양녕로26길,12,동작구,3612999,3287567,612580,,,,
,신대방길,12,동작구,3600626,3464487,1452835,,,,
,성대로29길,12,동작구,5537309,5224524,1231983,,,,
,성대로1길,12,동작구,4742894,4320210,1413892,,,,
,서달로8가길,12,동작구,3729197,3954072,3950774,,,,
,서달로15길,12,동작구,2085455,2553982,3743223,,,,
,서달로14길,12,동작구,2708704,2765397,2602214,,,,
,서달로10길,12,동작구,4068594,4141532,2328411,,,,
,상도로62길,12,동작구,5216545,5714187,1645617,,,,
,상도로61길,12,동작구,3956971,4272910,1259258,,,,
,상도로47길,12,동작구,4433681,4474833,1060939,,,,
,상도로37길,12,동작구,4253075,4246978,1201042,,,,
,상도로15길,12,동작구,5971600,5502552,2014419,,,,
,사당로8길,12,동작구,5932427,5480901,1310497,,,,
,사당로30길,12,동작구,3947145,4197185,2558074,,,,
,사당로2차길,12,동작구,2935637,2248030,558448,,,,
,사당로29길,12,동작구,4966597,5298223,3094685,,,,
,사당로26길,12,동작구,5099972,5321753,1998081,,,,
,사당로23나길,12,동작구,2728120,2811731,718652,,,,
,사당로23길,12,동작구,3185990,3178236,546469,,,,
,사당로20길,12,동작구,5304373,5541316,1614203,,,,
,사당로16길,12,동작구,6779743,6543068,1643965,,,,
,사당로16가길,12,동작구,5703000,5370826,1394622,,,,
,만양로8길,12,동작구,6086550,6345262,2334070,,,,
,만양로14길,12,동작구,4216136,4455175,2121594,,,,
,등용로14길,12,동작구,3087721,3012640,1092169,,,,
,동작대로7길,12,동작구,7455155,7691457,3348303,,,,
,동작대로35길,12,동작구,4997691,4834152,1245197,,,,
,동작대로33길,12,동작구,6341003,6513385,3101309,,,,
,동작대로29길,12,동작구,4371471,4593512,1909536,,,,
,동작대로17길,12,동작구,4789916,5236543,3169140,,,,
,대방동2길,12,동작구,3256420,3305029,1330341,,,,
,대방동27길,12,동작구,2859538,2903004,1014431,,,,
,노량진로6길,12,동작구,4824892,4627663,1369307,,,,
,국사봉길,12,동작구,6564664,6264400,1758381,,,,
,국사봉2길,12,동작구,4708611,4543376,1563943,,,,
,국사봉1길,12,동작구,5881506,5553081,2096118,,,,
,영신로9길,20,영등포구,5453166,6221619,1778379,,,,
,영등포로84길,20,영등포구,5125577,5049619,2133771,,,,
,영등포로80길,20,영등포구,4963974,4972705,2244498,,,,
,영등포로62길,20,영등포구,3734528,4325314,1153978,,,,
,영등포로35길,20,영등포구,3629729,4078943,2466024,,,,
,영등포로27길,20,영등포구,4280557,4401656,1292894,,,,
,영등포로25길,20,영등포구,3588695,3689839,1383848,,,,
,여의대방로61길,20,영등포구,2509298,2633356,1166552,,,,
,여의대방로43나길,20,영등포구,4793975,4500576,1469812,,,,
,여의대방로39길,20,영등포구,2477206,2281345,705167,,,,
,여의대방로35길,20,영등포구,4173805,4051524,1374536,,,,
,양평로28길,20,영등포구,1367504,1307006,352706,,,,
,양평로22라길,20,영등포구,1831149,1737031,625388,,,,
,양평로19길,20,영등포구,3131410,3187483,1212241,,,,
,신길로60길,20,영등포구,5443152,6017143,1785580,,,,
,신길로42길,20,영등포구,4764207,4668956,1230346,,,,
,신길로42가길,20,영등포구,6958909,6649461,2137938,,,,
,신길로39길,20,영등포구,5267428,5922483,1710893,,,,
,신길로17길,20,영등포구,4987531,4191681,1142955,,,,
,선유서로28길,20,영등포구,2955888,2794076,1093703,,,,
,선유서로25길,20,영등포구,2357200,2225302,732767,,,,
,선유서로24길,20,영등포구,3128702,3001256,1138157,,,,
,선유로55길,20,영등포구,2314611,2371921,972832,,,,
,디지털로74길,20,영등포구,5796062,4518957,1296218,,,,
,디지털로57길,20,영등포구,5863208,6041222,2450101,,,,
,디지털로37길,20,영등포구,5747420,6202089,2312341,,,,
,도신로62길,20,영등포구,5292196,5110706,2130065,,,,
,도신로60길,20,영등포구,4872413,4645614,1731450,,,,
,도신로29길,20,영등포구,5018773,5463685,1402472,,,,
,도신로15길,20,영등포구,4879679,4768859,1493326,,,,
,도림천로21길,20,영등포구,5316900,5264243,1916751,,,,
,도림로63길,20,영등포구,4014238,3971648,1314699,,,,
,도림로147길,20,영등포구,2369046,2359128,872540,,,,
,도림로112길,20,영등포구,5146119,5263697,1726737,,,,
,대림로8길,20,영등포구,5575571,4889689,2042352,,,,
,대림로7길,20,영등포구,3190751,3110591,1307734,,,,
,대림로44길,20,영등포구,3244877,3683623,1378529,,,,
,대림로34길,20,영등포구,3692021,3999797,1727788,,,,
,대림로31길,20,영등포구,3995610,4263520,1748255,,,,
,대림로29길,20,영등포구,5518145,6199493,2519501,,,,
,대림로22길,20,영등포구,6490911,5507223,1809565,,,,
,당산로46길,20,영등포구,2736665,2930250,1902449,,,,
,당산로38길,20,영등포구,4023144,3961416,1635447,,,,
,당산로37길,20,영등포구,4615608,4742332,1638294,,,,
,당산로31길,20,영등포구,3607379,3768615,1595437,,,,
,국회대로56길,20,영등포구,2989733,3232960,1683880,,,,
,경인로90길,20,영등포구,2179683,2452636,1089709,,,,
,경인로80길,20,영등포구,2541898,2535699,957450,,,,
,경인로77길,20,영등포구,2511705,2642953,961558,,,,
,가마산로61길,20,영등포구,4791067,4678175,1524040,,,,
,시흥대로94길,8,금천구,3805234,4189623,1112475,,,,
,시흥대로84길,8,금천구,4358381,4264392,897318,,,,
,시흥대로68길,8,금천구,4689344,4624778,1623306,,,,
,시흥대로63길,8,금천구,1891086,1825402,1196304,,,,
,시흥대로62가길,8,금천구,3920631,4105922,1544971,,,,
,시흥대로36길,8,금천구,1305124,1440082,224590,,,,
,시흥대로22길,8,금천구,1519901,1591495,163559,,,,
,시흥대로153길,8,금천구,3126131,2879152,1110796,,,,
,시흥대로150길,8,금천구,4567414,4318147,1135987,,,,
,시흥대로141길,8,금천구,3401593,3014158,1141945,,,,
,시흥대로138길,8,금천구,2502650,2438250,883549,,,,
,시흥대로120길,8,금천구,4207444,4073757,1283710,,,,
,벚꽃로56길,8,금천구,2192580,2207311,685488,,,,
,범안로17길,8,금천구,1686229,1970672,624276,,,,
,범안로11길,8,금천구,2027278,2211387,677318,,,,
,문성로5길,8,금천구,4718832,4679941,1100867,,,,
,독산로85길,8,금천구,3182793,3223153,1020493,,,,
,독산로78다길,8,금천구,5212920,4547601,982313,,,,
,독산로70길,8,금천구,4908399,4383395,962068,,,,
,독산로64길,8,금천구,3752012,3284529,685184,,,,
,독산로50길,8,금천구,2188350,2073806,220907,,,,
,독산로40길,8,금천구,3671133,3668302,543581,,,,
,독산로108길,8,금천구,4631076,4672735,1218507,,,,
,남부순환로112길,8,금천구,3506662,3240197,1381762,,,,
,금하로24길,8,금천구,2770932,2838106,799269,,,,
,금하로1길,8,금천구,584981,583010,94901,,,,
,금하로14길,8,금천구,3159704,3417755,1435096,,,,
,가산로5길,8,금천구,3033585,2830252,1165619,,,,
,가산로3길,8,금천구,2136554,1999185,702976,,,,
,중앙로1길,7,구로구,2236636,2346272,1137120,,,,
,중앙로15길,7,구로구,3186608,3068338,736532,,,,
,우마길,7,구로구,4022491,4165653,1235198,,,,
,오류로8길,7,구로구,3591082,3536792,1196771,,,,
,신도림로13길,7,구로구,2187969,2033212,400403,,,,
,새말로18길,7,구로구,2802793,2964474,872426,,,,
,부일로1길,7,구로구,875278,845590,205063,,,,
,부일로15길,7,구로구,1907537,2155505,224833,,,,
,부일로11길,7,구로구,2040124,2096675,180821,,,,
,디지털로32길,7,구로구,4007589,4316396,2453807,,,,
,디지털로32가길,7,구로구,3859849,3829723,2289437,,,,
,디지털로27길,7,구로구,4376137,4528277,1711603,,,,
,도림로6길,7,구로구,5362956,5403605,1600579,,,,
,도림로12길,7,구로구,5659334,5435300,1667287,,,,
,남부순환로97길,7,구로구,2257580,2344521,715064,,,,
,구로중앙로8길,7,구로구,4972224,5773900,2173852,,,,
,구로중앙로7길,7,구로구,4895759,4894668,1376042,,,,
,구로중앙로42길,7,구로구,2192852,2111677,524482,,,,
,구로중앙로34길,7,구로구,3524269,3773138,1522404,,,,
,구로중앙로28길,7,구로구,5121461,4992042,1797872,,,,
,구로중앙로19길,7,구로구,3514712,3339567,1149109,,,,
,구로동로8길,7,구로구,8342912,7933357,2387561,,,,
,구로동로7길,7,구로구,5203522,5168948,1551836,,,,
,구로동로42길,7,구로구,4463377,4565630,1354100,,,,
,구로동로41길,7,구로구,3926687,3549883,1090069,,,,
,구로동로38길,7,구로구,4490854,4120010,1303644,,,,
,구로동로28길,7,구로구,4428318,4183843,1511176,,,,
,구로동로15길,7,구로구,3411647,3297224,1084347,,,,
,공원로6가길,7,구로구,3650988,3741693,1170986,,,,
,고척로52길,7,구로구,3141010,3459264,585928,,,,
,고척로27다길,7,구로구,4151827,4051819,865170,,,,
,고척로27길,7,구로구,4623540,4389731,825704,,,,
,고척로21나길,7,구로구,4023532,3730206,574973,,,,
,경인로47길,7,구로구,3232939,3247897,1089374,,,,
,경인로35길,7,구로구,3397017,3590942,832566,,,,
,경인로31길,7,구로구,2977632,2969376,693203,,,,
,경인로15길,7,구로구,3169763,2833405,532389,,,,
,개봉로3길,7,구로구,2550563,2285520,936912,,,,
,개봉로2길,7,구로구,2885649,2859669,1209894,,,,
,개봉로23가길,7,구로구,2651864,2843708,909722,,,,
,개봉로20길,7,구로구,2771956,2928870,794725,,,,
,개봉로1길,7,구로구,1688233,1670989,614305,,,,
,개봉로17다길,7,구로구,4038385,3656798,1039237,,,,
,개봉로17길,7,구로구,3478379,3325769,885141,,,,
,개봉로11길,7,구로구,3827124,3278760,1144429,,,,
,화곡로64길,4,강서구,4011488,3797777,1606165,,,,
,화곡로59길,4,강서구,2554492,2662715,1678567,,,,
,화곡로44나길,4,강서구,4443771,4560972,1557143,,,,
,화곡로31길,4,강서구,6033320,6235089,2472869,,,,
,화곡로20길,4,강서구,5937807,5532620,1226613,,,,
,화곡로13길,4,강서구,4491426,4043789,915596,,,,
,초원로16길,4,강서구,4154394,4408816,1071416,,,,
,초록마을로8길,4,강서구,6507519,5927904,1006528,,,,
,초록마을로3길,4,강서구,5126561,4669043,1004309,,,,
,월정로20길,4,강서구,8356738,7100820,1601370,,,,
,우장산로6길,4,강서구,4474916,3754250,1072819,,,,
,양천로73가길,4,강서구,4846017,4765369,1395751,,,,
,양천로71길,4,강서구,4511512,4344404,1260040,,,,
,양천로49길,4,강서구,1047373,1080409,427234,,,,
,양천로26길,4,강서구,1801070,1803965,304838,,,,
,양천로24길,4,강서구,4568071,4221550,1012674,,,,
,양천로24가길,4,강서구,4405401,3983706,1123005,,,,
,양천로14길,4,강서구,4531363,4473392,931929,,,,
,방화대로6라길,4,강서구,1547283,1734491,413314,,,,
,방화대로21길,4,강서구,2815949,2800417,816645,,,,
,등촌로5길,4,강서구,4964577,4820470,1109079,,,,
,등촌로55길,4,강서구,3324875,3086890,889659,,,,
,등촌로51길,4,강서구,3732054,3529631,842698,,,,
,등촌로39길,4,강서구,3342775,3334519,600583,,,,
,등촌로13길,4,강서구,5167157,4789026,1037151,,,,
,남부순환로11길,4,강서구,2905223,2971855,701077,,,,
,까치산로4길,4,강서구,7797080,7368438,1565205,,,,
,국회대로7길,4,강서구,4941646,5354101,1160902,,,,
,공항대로8길,4,강서구,3108611,3268185,1028128,,,,
,공항대로61길,4,강서구,4696370,4362353,1596441,,,,
,공항대로59다길,4,강서구,5887286,5713812,2119116,,,,
,공항대로59길,4,강서구,4848546,4316759,1368411,,,,
,공항대로55길,4,강서구,3535310,3067873,652538,,,,
,공항대로42길,4,강서구,2682302,2870168,1207961,,,,
,공항대로38길,4,강서구,2032700,2342344,1284498,,,,
,곰달래로60길,4,강서구,4365757,4495259,1160181,,,,
,곰달래로53길,4,강서구,4569909,4202129,769354,,,,
,곰달래로47길,4,강서구,5058660,4882434,934053,,,,
,곰달래로31길,4,강서구,6020187,6405751,2098063,,,,
,곰달래로25길,4,강서구,8145803,8894227,3237780,,,,
,개화동로25길,4,강서구,3299034,3555495,649902,,,,
,개화동로23길,4,강서구,4263959,4553384,841902,,,,
,강서로8길,4,강서구,8806738,9767633,3598082,,,,
,강서로5라길,4,강서구,4888533,5504902,1387351,,,,
,강서로5나길,4,강서구,9529956,8467567,2313752,,,,
,강서로5가길,4,강서구,10977701,10780526,3563921,,,,
,강서로47라길,4,강서구,4514047,4392466,1128385,,,,
,강서로47길,4,강서구,5142344,4860391,1098638,,,,
,강서로45다길,4,강서구,4850382,4739556,1444566,,,,
,강서로45길,4,강서구,3463177,3386309,1040399,,,,
,강서로35길,4,강서구,5163718,5065050,1959798,,,,
,강서로29길,4,강서구,7445746,7161661,2096701,,,,
,강서로18길,4,강서구,9135179,8480630,1929682,,,,
,강서로17가길,4,강서구,7085544,6808899,1631272,,,,
,강서로15길,4,강서구,14056678,12976600,3363577,,,,
,가로공원로80길,4,강서구,6075936,5901122,966472,,,,
,가로공원로76가길,4,강서구,7189050,6908252,1448702,,,,
,화곡로4길,19,양천구,2224260,2300968,487968,,,,
,화곡로3길,19,양천구,1522882,1563936,262298,,,,
,지양로7길,19,양천구,2049102,2099647,345283,,,,
,중앙로55길,19,양천구,5093516,5299789,1168010,,,,
,중앙로51길,19,양천구,5620037,5561613,878860,,,,
,중앙로47길,19,양천구,4579778,4351665,976176,,,,
,중앙로45길,19,양천구,5147299,4861337,983614,,,,
,중앙로36길,19,양천구,2930688,2916400,1170608,,,,
,중앙로32길,19,양천구,2859202,2891307,968191,,,,
,중앙로25길,19,양천구,3338654,3162007,711416,,,,
,은행정로7길,19,양천구,5371912,5517017,1600613,,,,
,은행정로5길,19,양천구,3326901,3441371,1215743,,,,
,오목로5길,19,양천구,5423422,5710377,1049240,,,,
,오목로3길,19,양천구,5051797,4981851,882786,,,,
,오목로30길,19,양천구,6536536,6417668,1381494,,,,
,오목로23길,19,양천구,6099584,5980169,1577803,,,,
,신월로20길,19,양천구,4199720,3888905,846359,,,,
,신월로15길,19,양천구,5301302,5254280,1232923,,,,
,신목로6길,19,양천구,5220218,4856165,1592165,,,,
,신목로5길,19,양천구,3212669,2950415,867190,,,,
,신목로2길,19,양천구,4032053,3777148,1120404,,,,
,목동중앙서로8가길,19,양천구,3387282,3296683,965086,,,,
,목동중앙서로7길,19,양천구,6143787,5443919,1241569,,,,
,목동중앙북로8길,19,양천구,4590828,4473391,1348868,,,,
,목동중앙북로16길,19,양천구,4053145,3935783,854945,,,,
,목동중앙본로7길,19,양천구,7383573,7260671,1453997,,,,
,목동중앙로3길,19,양천구,5634654,5268098,1035037,,,,
,목동중앙로13나길,19,양천구,689028,720821,177693,,,,
,목동중앙남로3가길,19,양천구,6215435,5977927,1099701,,,,
,목동로9길,19,양천구,4574433,4947554,1931796,,,,
,목동로19길,19,양천구,5161379,5404345,1960559,,,,
,목동동로8길,19,양천구,1945192,1806585,513179,,,,
,목동동로12길,19,양천구,4783703,4816484,1981100,,,,
,목동남로4길,19,양천구,1964571,1850632,478298,,,,
,남부순환로88길,19,양천구,1579894,1542112,334730,,,,
,남부순환로79길,19,양천구,3013136,2964071,841740,,,,
,남부순환로70길,19,양천구,3270439,3272994,620027,,,,
,남부순환로58길,19,양천구,2901708,2960988,577872,,,,
,남부순환로40길,19,양천구,3010327,3040021,468032,,,,
,남부순환로33길,19,양천구,3838889,3641859,784798,,,,
,곰달래로5길,19,양천구,4471925,4448578,972343,,,,
,곰달래로3길,19,양천구,4464667,4407517,950153,,,,
,곰달래로2길,19,양천구,3205210,3142500,609889,,,,
,곰달래로10길,19,양천구,5782099,5543843,1200787,,,,
,가로공원로58길,19,양천구,2269033,2295774,266370,,,,
,효창원로93길,21,용산구,6538835,6369965,1983829,,,,
,토정로37길,13,마포구,6084590,5461237,2524007,,,,
,월드컵로8길,13,마포구,5065662,5393603,2700455,,,,
,월드컵로7길,13,마포구,5136428,5549813,2201341,,,,
,월드컵로36길,13,마포구,5022915,5024860,1129384,,,,
,월드컵로25길,13,마포구,6951736,6474237,1844473,,,,
,월드컵로19길,13,마포구,5879445,5701875,2070886,,,,
,월드컵로16길,13,마포구,6060779,5629064,2015824,,,,
,월드컵로11길,13,마포구,6004342,6166195,2243618,,,,
,월드컵로10길,13,마포구,5760541,5743582,2338776,,,,
,와우산로3길,13,마포구,3043503,3338766,2229347,,,,
,와우산로29길,13,마포구,3659921,4127425,2316585,,,,
,와우산로29가길,13,마포구,3194264,3601838,2433774,,,,
,양화진길,13,마포구,2682905,3059887,2017066,,,,
,양화로1길,13,마포구,4004351,4191810,1764323,,,,
,양화로11길,13,마포구,4441701,4842930,2817638,,,,
,신촌로30길,13,마포구,4238729,4136990,1826457,,,,
,신촌로28가길,13,마포구,4118682,3979454,1786254,,,,
,신촌로12길,13,마포구,5291997,6044323,4031079,,,,
,숭문길,13,마포구,4006744,4163521,1564391,,,,
,숭문8길,13,마포구,3813845,3784678,1155646,,,,
,성지3길,13,마포구,2508948,2859385,1936489,,,,
,성산로4길,13,마포구,5305234,5257280,1309440,,,,
,성미산로32길,13,마포구,4621986,4525313,2069139,,,,
,성미산로1길,13,마포구,6488706,6160372,1699297,,,,
,성미산로11길,13,마포구,4257430,4116556,1533456,,,,
,백범로16길,13,마포구,6084536,6091404,2379600,,,,
,방울내로9안길,13,마포구,5936944,5864899,1466940,,,,
,모래내로7길,13,마포구,3834361,3838683,1018858,,,,
,매봉산로2길,13,마포구,2277135,2289733,832531,,,,
,망원로2길,13,마포구,6587538,6508246,1895879,,,,
,망원로11길,13,마포구,6518585,6362097,1863378,,,,
,만리재옛길,13,마포구,7033990,7145397,2299734,,,,
,마포대로4길,13,마포구,4530543,4352168,2435878,,,,
,마포대로20길,13,마포구,4866327,5130279,1866802,,,,
,마포대로12길,13,마포구,5317007,5470004,2346916,,,,
,동교로38길,13,마포구,5436230,5846147,2788530,,,,
,동교로27길,13,마포구,6218519,6517230,3465752,,,,
,동교로25길,13,마포구,4544451,4686233,2594853,,,,
,동교로19길,13,마포구,4518982,4489503,2130463,,,,
,동교로17길,13,마포구,5235451,5298233,2395877,,,,
,독막로8길,13,마포구,2869037,3340681,2214459,,,,
,독막로32길,13,마포구,5873146,5726453,2206847,,,,
,독막로22길,13,마포구,2802201,2765337,1003229,,,,
,도화길,13,마포구,5223859,5379217,3699082,,,,
,도화4길,13,마포구,5469284,5616977,2977605,,,,
,대흥로28길,13,마포구,4337937,4418791,2122029,,,,
,대흥로21길,13,마포구,6577842,7386734,6330875,,,,
,광성로6길,13,마포구,4316536,4329181,1827388,,,,
,홍제내길,14,서대문구,2448569,2478223,658592,,,,
,홍연길,14,서대문구,3636708,3962181,837641,,,,
,통일로39길,14,서대문구,4039724,4623614,1656227,,,,
,통일로37길,14,서대문구,4941722,5273064,1755633,,,,
,통일로11길,14,서대문구,2569410,2409833,1002180,,,,
,충정로6길,14,서대문구,3128965,3550752,2495515,,,,
,충정로4길,14,서대문구,9906672,10024506,6277494,,,,
