기준_년_코드,기준_분기_코드,상권_코드,상권_코드_명,id,구,총_유동인구_수,2020_총_유동인구_수_합격(상권코드),2019_총_유동인구_수_합격(상권코드),2018_총_유동인구_수_합격(상권코드)
2019,4,1000256,용마산로100길,17,성북구,3744545,15788542,14629001,2538025
2019,4,1000255,신내로7가길,17,성북구,5027423,20843037,21773756,5335336
2019,4,1000254,사가정로54길,17,성북구,6474414,26744090,25825203,8697917
2019,4,1000253,사가정로42길,17,성북구,5762537,24681268,22781372,6516544
2019,4,1000252,봉화산로56길,25,중랑구,6011637,25310286,23212538,6887338
2019,4,1000251,봉화산로4길,25,중랑구,5327278,23215523,20229500,5976022
2019,4,1000250,봉화산로30길,25,중랑구,6634969,28641117,25633072,6194206
2019,4,1000249,봉우재로33길,25,중랑구,5908227,22823185,23626419,10166686
2019,4,1000248,면목로78길,25,중랑구,8064072,33030383,31449084,9467707
2019,4,1000247,면목로56길,25,중랑구,5510605,21428897,24131223,6677361
2019,4,1000246,면목로55길,25,중랑구,4400437,18643065,18406247,5432370
2019,4,1000245,면목로49길,25,중랑구,5438196,22470509,23085050,9325391
2019,4,1000244,면목로48길,25,중랑구,5503641,21904699,23313182,7470899
2019,4,1000243,면목로45길,25,중랑구,5163358,21341865,21935315,9710169
2019,4,1000242,면목로33길,25,중랑구,5789887,23840744,21824528,4605664
2019,4,1000241,면목로21길,25,중랑구,4623199,18716025,18234211,4348488
2019,4,1000240,망우로73길,25,중랑구,3323554,13122971,12412408,3005586
2019,4,1000239,망우로68길,25,중랑구,5416401,22350029,21408915,5500322
2019,4,1000238,동일로163길,25,중랑구,4648842,20431829,18654434,5966865
2019,4,1000237,동일로157길,25,중랑구,7490856,32563242,29996916,9603725
2019,4,1000236,동일로149길,25,중랑구,3627854,14052207,14665369,3867797
2019,4,1000235,동일로140길,25,중랑구,4702935,19677175,20295694,5798267
2019,4,1000234,동일로139길,25,중랑구,3473172,14137498,15408129,4863523
2019,4,1000233,동일로139가길,25,중랑구,4845250,19819378,20853044,6402988
2019,4,1000232,동일로130길,25,중랑구,6339146,27572240,25717867,7216836
2019,4,1000231,동일로123길,25,중랑구,5702974,24179582,23019704,7994759
2019,4,1000230,동일로112길,25,중랑구,6428830,24856218,26752838,9406103
2019,4,1000229,동일로101길,25,중랑구,5202997,21974378,19656587,6589998
2019,4,1000228,동일로100길,25,중랑구,5894327,24260435,23304096,5987001
2019,4,1000227,답십리로75길,11,동대문구,4743490,19407226,18501995,4248958
2019,4,1000226,공릉로2길,9,노원구,5089192,21835977,19639481,6269548
2019,4,1000225,공릉로12가길,9,노원구,2646647,9395149,11523033,2948984
2019,4,1000224,겸재로54길,25,중랑구,8312671,32946285,34961014,9672908
2019,4,1000223,겸재로36길,25,중랑구,5275137,22440899,22288573,7368351
2019,4,1000222,겸재로29길,25,중랑구,5302262,22766740,22018288,7354400
2019,4,1000221,휘경로3길,11,동대문구,6197210,23571658,25098749,11331242
2019,4,1000220,휘경로2길,11,동대문구,5243571,18643580,19782587,9532499
2019,4,1000219,휘경로23길,11,동대문구,5094251,21022839,20025577,5497584
2019,4,1000218,휘경로14길,11,동대문구,6343736,23637747,23793707,8762311
2019,4,1000217,한천로46길,11,동대문구,2593793,11291285,10051771,1797052
2019,4,1000216,한천로40길,11,동대문구,3851143,16498799,15889315,4019908
2019,4,1000215,한천로33길,11,동대문구,3036211,13336804,12260234,2910159
2019,4,1000214,한천로14길,11,동대문구,5461976,21248962,20681208,6817142
2019,4,1000213,천호대로97길,11,동대문구,2941563,11386080,10986985,2591030
2019,4,1000212,천호대로77길,11,동대문구,3652008,13182383,13745758,5368814
2019,4,1000211,천호대로45길,11,동대문구,3540172,14904139,15162739,6263766
2019,4,1000210,천호대로17길,11,동대문구,5253856,21904372,20364935,7328704
2019,4,1000209,천호대로12길,11,동대문구,2823151,11379478,10711056,3858283
2019,4,1000208,천장산로7길,11,동대문구,2319176,7448444,9077040,4720830
2019,4,1000207,제기로5길,11,동대문구,3009531,11687708,12432281,5522208
2019,4,1000206,제기로21길,11,동대문구,3729420,15416170,15001727,3070804
2019,4,1000205,전농로4길,11,동대문구,5465168,22391327,20680893,7201126
2019,4,1000204,전농로3길,11,동대문구,6151129,25190997,23294331,7490506
2019,4,1000203,전농로29길,11,동대문구,6095472,23947201,24279337,6907077
2019,4,1000202,장한로8길,11,동대문구,4129229,15607636,15519955,4832399
2019,4,1000201,장한로5길,11,동대문구,5164231,19520879,19630613,7063940
2019,4,1000200,장한로27길,11,동대문구,4142961,17623696,16582574,8254008
2019,4,1000199,장한로27가길,11,동대문구,4080102,17087997,16586902,6690799
2019,4,1000198,장한로26길,11,동대문구,3189086,13152410,13519044,7399085
2019,4,1000197,장한로26가길,11,동대문구,4120025,17108975,16982427,8118321
2019,4,1000196,장한로25길,11,동대문구,4014882,16719542,16203914,8444372
2019,4,1000195,장한로14길,11,동대문구,3135156,12707790,11773714,2859719
2019,4,1000194,이문로42길,11,동대문구,5029638,20449521,21041570,5759846
2019,4,1000193,왕산로43길,11,동대문구,5785326,21499407,21822019,6974046
2019,4,1000192,왕산로33길,11,동대문구,3708799,13046092,15467206,7739645
2019,4,1000191,왕산로32길,11,동대문구,3331750,13697756,13822470,4988697
2019,4,1000190,약령시로17길,11,동대문구,4957302,18697560,19214802,5974402
2019,4,1000189,서울시립대로4길,11,동대문구,5174633,22369654,20445975,7967498
2019,4,1000188,서울시립대로29길,11,동대문구,7629461,28309284,27738724,8432010
2019,4,1000187,서울시립대로16길,11,동대문구,6229036,24253603,24809393,8254480
2019,4,1000186,사가정로2길,25,중랑구,4239570,16936069,17115814,7638004
2019,4,1000185,사가정로23가길,25,중랑구,3883131,16447195,15424094,3210684
2019,4,1000184,사가정로13길,25,중랑구,2941435,12270268,11088383,3077448
2019,4,1000183,무학로45길,11,동대문구,3871704,15322407,15796810,6797083
2019,4,1000182,무학로16길,11,동대문구,2805098,11413803,10869620,2654888
2019,4,1000181,망우로21길,11,동대문구,5787116,21093472,22534028,7475804
2019,4,1000180,망우로18길,11,동대문구,4058476,14676895,15860186,5777387
2019,4,1000179,망우로18가길,11,동대문구,3077881,11337524,12127453,4415933
2019,4,1000178,답십리로72길,11,동대문구,3908874,16150251,16055581,7166743
2019,4,1000177,답십리로69길,11,동대문구,3032495,12323196,12173658,4210057
2019,4,1000176,답십리로68길,11,동대문구,4522986,18354866,18258071,8472017
2019,4,1000175,답십리로64길,11,동대문구,4129851,16838646,16415452,6433230
2019,4,1000174,답십리로63길,11,동대문구,3692028,16160059,14896858,5526074
2019,4,1000173,답십리로60길,11,동대문구,3888432,16037542,14797066,4361422
2019,4,1000172,답십리로56길,11,동대문구,5340388,21868537,20715422,4913176
2019,4,1000171,답십리로23길,11,동대문구,4812644,19088970,19730344,7758513
2019,4,1000170,난계로30길,24,중구,3556547,13440945,13381304,7597455
2019,4,1000169,경희대로4길,11,동대문구,5919743,20913644,21714167,14388028
2019,4,1000168,경희대로3길,11,동대문구,4559900,15382291,16010347,10811849
2019,4,1000167,천호대로129길,6,광진구,7000825,27502185,27465620,7304927
2019,4,1000166,천호대로123길,6,광진구,5626924,23046603,23009989,7171357
2019,4,1000165,천호대로109길,6,광진구,4900195,20103153,18976891,8940949
2019,4,1000164,자양번영로3길,6,광진구,5673869,22146307,21580891,5064126
2019,4,1000163,자양로53길,6,광진구,5769250,23893506,23969789,6932500
2019,4,1000162,자양로50길,6,광진구,5185640,20213685,20290141,4646370
2019,4,1000161,자양로45길,6,광진구,5091977,21050319,21137503,6335654
2019,4,1000160,자양로26길,6,광진구,6270968,30920460,27897061,7367371
2019,4,1000159,자양로15길,6,광진구,6925822,26061017,27694604,9204850
2019,4,1000158,자양로11길,6,광진구,7781465,30689812,31438497,10032282
2019,4,1000157,용마산로3길,6,광진구,4731550,19061210,18738689,7744550
2019,4,1000156,용마산로21길,6,광진구,6284552,25513106,25179607,8345086
2019,4,1000155,아차산로78길,6,광진구,2261034,8266362,9200059,3180195
2019,4,1000154,아차산로65길,6,광진구,6446928,26788759,27344360,7696671
2019,4,1000153,아차산로55길,6,광진구,5603946,26014153,25390871,7682041
2019,4,1000152,아차산로51길,6,광진구,4341458,18693576,18774753,5715048
2019,4,1000151,아차산로40길,6,광진구,8439112,32101929,32973970,9477833
2019,4,1000150,면목로17길,6,광진구,5383087,21061505,21504203,5477641
2019,4,1000149,뚝섬로64길,16,성동구,2810375,10496730,11434427,3377485
2019,4,1000148,뚝섬로58길,16,성동구,4197709,16920805,17214031,4741914
2019,4,1000147,뚝섬로54길,16,성동구,3501789,14904276,14416379,3785727
2019,4,1000146,뚝섬로48길,16,성동구,5653206,23440564,22396480,6288698
2019,4,1000145,뚝섬로24길,16,성동구,5560508,21671327,21120135,5754850
2019,4,1000144,뚝섬로23길,16,성동구,6779953,26176886,26036405,8910698
2019,4,1000143,동일로24길,16,성동구,6874268,24976638,26824341,12562209
2019,4,1000142,동일로18길,16,성동구,6468926,24461309,25206110,11237354
2019,4,1000141,능동로4길,6,광진구,6827353,27120028,25318839,6455623
2019,4,1000140,능동로3길,6,광진구,6582431,25923316,24115536,6785933
2019,4,1000139,능동로34길,6,광진구,4250552,16515082,16451976,7586438
2019,4,1000138,능동로19길,6,광진구,5494680,19811944,20839853,10072471
2019,4,1000137,능동로13길,6,광진구,8404411,30267446,31944735,17496562
2019,4,1000136,긴고랑로9길,6,광진구,5297931,21077543,21456846,6514205
2019,4,1000135,긴고랑로8길,6,광진구,3897492,16249278,15098151,4591594
2019,4,1000134,긴고랑로7길,6,광진구,5606329,22346978,22490920,6250542
2019,4,1000133,긴고랑로20길,6,광진구,7017808,29190581,28480025,11128138
2019,4,1000132,광나루로52길,6,광진구,6205832,27658784,28554190,9134097
2019,4,1000131,광나루로40길,6,광진구,5784037,24324310,25829538,7165854
2019,4,1000130,광나루로37길,6,광진구,3718091,13085344,14769161,3932633
2019,4,1000129,광나루로36길,6,광진구,4863784,20582962,19832586,4713491
2019,4,1000128,광나루로24길,6,광진구,1949043,6433608,7752044,4167644
2019,4,1000127,광나루로12길,6,광진구,6341278,23752707,23545518,9540040
2019,4,1000126,한림말길,16,성동구,2557091,9127384,10130829,4152586
2019,4,1000125,한림말3길,16,성동구,2526395,10164584,10380534,4313193
2019,4,1000124,청계천로10나길,16,성동구,3018206,11169641,11944152,3770721
2019,4,1000123,장터길,16,성동구,4559546,19194875,17522474,6101681
2019,4,1000122,용답중앙길,16,성동구,3169217,12413547,12997743,5275965
2019,4,1000121,용답29길,16,성동구,4696589,18578173,19151388,7608636
2019,4,1000120,왕십리로6길,16,성동구,4977641,20156847,18615749,7589194
2019,4,1000119,왕십리로31길,16,성동구,4847257,20161927,17908184,5752128
2019,4,1000118,왕십리로26길,16,성동구,6033056,20319775,22382573,10901344
2019,4,1000117,왕십리로21길,16,성동구,5727656,19379566,22141037,6132287
2019,4,1000116,왕십리로14길,16,성동구,4607193,18760650,17393655,6354126
2019,4,1000115,아차산로5길,6,광진구,3342764,15229713,13192030,5891093
2019,4,1000114,아차산로15길,6,광진구,4819163,16674970,16748340,6252946
2019,4,1000113,아차산로11길,6,광진구,2853906,9818388,9556109,5155373
2019,4,1000112,송정4가길,16,성동구,4393477,16529584,16009744,5516076
2019,4,1000111,송정12라길,16,성동구,3373729,13251513,13725558,5061274
2019,4,1000110,성수일로6길,16,성동구,3855264,15164958,14761889,7902694
2019,4,1000109,성수이로7길,16,성동구,2999482,11555099,11728746,6734187
2019,4,1000108,성수이로18길,16,성동구,3941830,14806581,14559037,7174128
2019,4,1000107,성덕정길,16,성동구,2458227,9790955,9673496,2670405
2019,4,1000106,성덕정17길,16,성동구,4859102,19807365,19057887,6732151
2019,4,1000105,서울숲2길,16,성동구,3123666,13209347,11616918,4612395
2019,4,1000104,상원길,16,성동구,4138048,16085622,15817619,5086955
2019,4,1000103,상원12길,16,성동구,2672857,10345012,10370144,3013256
2019,4,1000102,사근동길,16,성동구,2621567,9666206,9533745,4665501
2019,4,1000101,무학봉길,24,중구,5776033,22070069,21355827,5738526
2019,4,1000100,무학봉28길,24,중구,4616138,15189842,17388443,6501120
2019,4,1000099,무학로6길,11,동대문구,4745605,17603715,17914082,8542583
2019,4,1000098,무수막길,16,성동구,4914994,19913443,20697392,7190523
2019,4,1000097,매봉길,16,성동구,3767868,16005507,14786807,3840026
2019,4,1000096,마조로1길,16,성동구,3150788,11152267,11896310,8578254
2019,4,1000095,마조로16길,16,성동구,2939437,11472284,12236345,5689699
2019,4,1000094,마장로39길,16,성동구,2451993,10103423,10628369,4208567
2019,4,1000093,마장로27길,16,성동구,3979563,14417020,15473653,6590235
2019,4,1000092,뚝섬로5길,16,성동구,3172064,11461224,11974383,4945967
2019,4,1000091,둘레9길,16,성동구,2826868,12135857,11082977,3935056
2019,4,1000090,금호산길,16,성동구,5482212,22319251,23224562,8322527
2019,4,1000089,금호산2길,16,성동구,5100118,20018710,19720638,6528421
2019,4,1000088,고산자로6길,16,성동구,6110331,20723307,24263990,9306148
2019,4,1000087,후암로28길,21,용산구,3174159,13567637,12710090,3725441
2019,4,1000086,효창원로39길,21,용산구,4524132,18238809,18193347,5473593
2019,4,1000085,회나무로13길,21,용산구,3279276,13465703,12834966,4749973
2019,4,1000084,한남대로20길,21,용산구,1253542,5140768,4825960,4379806
2019,4,1000083,한강대로88길,21,용산구,1415102,4698837,5349126,2655317
2019,4,1000082,한강대로7길,21,용산구,1776897,7305991,6781711,1947331
2019,4,1000081,한강대로62길,21,용산구,1943334,7201064,8544323,4177848
2019,4,1000080,한강대로52길,21,용산구,1607561,6049606,6876204,4631742
2019,4,1000079,한강대로43길,21,용산구,2015330,7518186,8424998,5261003
2019,4,1000078,한강대로15길,21,용산구,1271946,5022398,4745704,1581112
2019,4,1000077,한강대로104길,21,용산구,3538772,13898750,14312712,5426964
2019,4,1000076,청파로73길,21,용산구,3959541,15021312,15249771,4588528
2019,4,1000075,청파로71길,21,용산구,6515360,25177210,25423857,7229390
2019,4,1000074,청파로47나길,21,용산구,5017557,18505086,19586614,8777745
2019,4,1000073,청파로47길,21,용산구,4064384,13775241,15355521,7660687
2019,4,1000072,장문로45길,21,용산구,4578308,17661864,17529171,5505350
2019,4,1000071,이태원로54길,21,용산구,2138231,8531089,8423188,6574541
2019,4,1000070,이태원로27길,21,용산구,3728144,11749369,14419358,10694051
2019,4,1000069,이촌로22길,21,용산구,1663872,6386383,5828496,1292664
2019,4,1000068,원효로89길,21,용산구,4477927,17407866,17087766,7232708
2019,4,1000067,원효로53길,21,용산구,4569128,18308889,17967395,6467549
2019,4,1000066,원효로41길,21,용산구,2744285,11143014,10390545,3396327
2019,4,1000065,원효로19길,21,용산구,2775071,11338322,10409001,3344485
2019,4,1000064,우사단로4길,21,용산구,3883646,14355993,14977646,6465730
2019,4,1000063,우사단로14길,21,용산구,3338170,12113626,13213187,8897570
2019,4,1000062,우사단로10길,21,용산구,5219184,19692089,19390621,9964977
2019,4,1000061,신흥로20길,21,용산구,3321322,13473087,12712690,2966300
2019,4,1000060,소월로20길,21,용산구,3526528,14057681,13437082,3409038
2019,4,1000059,서빙고로71길,21,용산구,1342197,5718932,5467088,1142951
2019,4,1000058,백범로90길,21,용산구,4936177,19206315,19602464,6990110
2019,4,1000057,백범로79길,21,용산구,5669869,23188601,22119488,7265996
2019,4,1000056,두텁바위로1길,21,용산구,3914497,14886404,15597201,6246388
2019,4,1000055,대사관로34길,21,용산구,3077708,12417485,11188495,5635217
2019,4,1000054,녹사평대로46길,21,용산구,2409291,9358991,9258424,3431478
2019,4,1000053,녹사평대로40나길,21,용산구,2095901,6444189,8211896,4421332
2019,4,1000052,녹사평대로32길,21,용산구,2101973,6125774,8346885,7159567
2019,4,1000051,녹사평대로26길,21,용산구,2473789,7690358,9840239,8329537
2019,4,1000050,녹사평대로11길,21,용산구,834933,3568554,3405053,535920
2019,4,1000049,퇴계로90길,24,중구,6958549,27358059,25480934,9560661
2019,4,1000048,퇴계로8길,24,중구,2517155,7664272,9839989,6835949
2019,4,1000047,퇴계로56길,24,중구,3274464,10696126,13000031,6995805
2019,4,1000046,퇴계로46길,24,중구,3093601,10111913,12100152,6333527
2019,4,1000045,퇴계로18길,24,중구,1645979,4310696,6289036,3303553
2019,4,1000044,퇴계로12길,24,중구,2249080,6364441,8728313,5060942
2019,4,1000043,청구로1길,24,중구,4558068,19186352,18938391,4777105
2019,4,1000042,청구로17길,24,중구,4835773,18778220,20623847,8778637
2019,4,1000041,장충단로8길,24,중구,3895393,14634151,15211553,5547841
2019,4,1000040,삼일대로4길,24,중구,2774747,8970470,10878786,9540998
2019,4,1000039,명동길,24,중구,4017685,11619986,15616209,16969780
2019,4,1000038,동호로8길,24,중구,4213552,16665115,17200780,8859753
2019,4,1000037,동호로20길,24,중구,4404783,16615303,18106979,7268114
2019,4,1000036,동호로15길,24,중구,4157233,15851828,17212824,9377281
2019,4,1000035,동호로11길,24,중구,3337641,13797471,12687898,6051901
2019,4,1000034,동호로10길,24,중구,5737554,23003844,24296863,9346394
2019,4,1000033,다산로39길,24,중구,5236775,20336888,21532105,9311562
2019,4,1000032,다산로38길,24,중구,5814088,23302482,23736920,10373649
2019,4,1000031,다산로36길,24,중구,4515551,18579177,17601996,5524908
2019,4,1000030,다산로33길,24,중구,5607451,22731997,22807787,9502076
2019,4,1000029,난계로21길,24,중구,4289171,17592205,16407506,5718641
2019,4,1000028,난계로11길,24,중구,6295123,24318315,24001097,8633901
2019,4,1000027,필운대로1길,23,종로구,3148946,11717076,12120306,4756564
2019,4,1000026,평창길,23,종로구,189843,774543,789799,265292
2019,4,1000025,통일로12길,23,종로구,3231151,12968834,12448818,4706036
2019,4,1000024,창신길,23,종로구,6571071,28016752,26544845,5174892
2019,4,1000023,창신5길,23,종로구,5535834,23420119,23468361,7918729
2019,4,1000022,창신2길,23,종로구,5555248,22746055,22799432,6114382
2019,4,1000021,창경궁로35길,23,종로구,3818336,13781526,14858894,6558174
2019,4,1000020,지봉로8길,23,종로구,5651705,22913247,23598444,8606405
2019,4,1000019,종로65길,23,종로구,7424578,27854688,30008075,11954271
2019,4,1000018,종로58가길,23,종로구,4045515,15282298,16793077,9436264
2019,4,1000017,종로24길,23,종로구,1821557,5816206,7111343,6006993
2019,4,1000016,자하문로7길,23,종로구,3191039,11189056,12473653,5972012
2019,4,1000015,이화장길,23,종로구,4754205,17213169,17890807,9051553
2019,4,1000014,율곡로16길,23,종로구,3437777,12531921,13097924,6863674
2019,4,1000013,율곡로10길,23,종로구,1482811,4831022,6170692,4780291
2019,4,1000012,옥인길,23,종로구,2687968,10150080,10322749,2976350
2019,4,1000011,숭인동길,23,종로구,5806355,21034579,23277013,9591380
2019,4,1000010,성균관로5길,23,종로구,3316147,11205345,12488748,8815609
2019,4,1000009,삼청로5길,23,종로구,594735,2018590,2288569,965876
2019,4,1000008,북촌로5나길,23,종로구,580881,1992374,2239176,939840
2019,4,1000007,북촌로5길,23,종로구,1092794,3510284,4183017,2474148
2019,4,1000006,북촌로11길,23,종로구,1373766,4267128,5184575,2436132
2019,4,1000005,백석동길,23,종로구,523795,1924294,1855746,260718
2019,4,1000004,명륜길,23,종로구,3477069,12360957,13269448,5218788
2019,4,1000003,돈화문로11가길,23,종로구,2292077,7232258,9322261,7419011
2019,4,1000002,난계로27길,23,종로구,4091320,15013262,15683106,9350329
2019,4,1000001,계동길,23,종로구,1440163,4518075,5396727,2517950
2019,3,1001010,풍성로37가길,18,송파구,9986533,38484755,39778747,10313459
2019,3,1001009,천호옛길,2,강동구,9480277,35243241,36830225,11787651
2019,3,1001008,천호옛14길,2,강동구,7759672,28912331,30301127,13523880
2019,3,1001007,천호대로219길,2,강동구,1016432,5295936,4213537,658988
2019,3,1001006,천호대로197길,2,강동구,5379988,23213442,22335673,5964018
2019,3,1001005,천호대로187길,2,강동구,6640840,25770498,27058583,10806600
2019,3,1001004,천호대로170길,2,강동구,10998486,43285695,44219355,13387428
2019,3,1001003,천호대로162길,2,강동구,9835414,38881399,39699565,13598766
2019,3,1001002,천중로51길,2,강동구,7697705,32826473,32293323,9765929
2019,3,1001001,천중로39길,2,강동구,9982291,39763748,41263621,10154940
2019,3,1001000,진황도로47길,2,강동구,6300239,23449235,25340585,13575495
2019,3,1000999,진황도로27길,2,강동구,10506682,41696794,42717855,13051519
2019,3,1000998,올림픽로98길,18,송파구,7321775,32034041,30080028,8831403
2019,3,1000997,올림픽로80길,18,송파구,4143623,16606943,17191683,5775318
2019,3,1000996,올림픽로78길,18,송파구,3786921,15701469,15811430,6392426
2019,3,1000995,올림픽로77길,18,송파구,4741186,20392555,20065628,7355406
2019,3,1000994,올림픽로71길,18,송파구,4777864,19033021,20561808,7972054
2019,3,1000993,올림픽로48길,18,송파구,3651431,15316975,14730859,5032598
2019,3,1000992,양재대로96길,15,서초구,6517871,26070149,25412343,6728008
2019,3,1000991,양재대로95길,15,서초구,9453005,36609338,37217416,9563836
2019,3,1000990,양재대로91길,15,서초구,7094249,27642379,27921747,6748517
2019,3,1000989,양재대로133길,15,서초구,10899328,37827976,46429224,12020429
2019,3,1000988,양재대로124길,15,서초구,7186098,33389999,29973575,8562424
2019,3,1000987,양재대로116길,15,서초구,5388093,21335101,22033866,10304427
2019,3,1000986,양재대로101길,15,서초구,10420779,38126491,41103516,14625145
2019,3,1000985,암사길,2,강동구,11443394,40560178,49469292,9602056
2019,3,1000984,성안로3길,2,강동구,4274599,18347703,17919573,5662129
2019,3,1000983,성내로5길,2,강동구,9048276,34310149,35267842,9818572
2019,3,1000982,상일로5길,2,강동구,1078061,6200163,4466886,812860
2019,3,1000981,상암로5길,2,강동구,4824315,20909625,19646796,7984641
2019,3,1000980,상암로51길,2,강동구,5902080,22029575,24074112,9732344
2019,3,1000979,상암로4길,2,강동구,5099881,22406319,20691901,7255247
2019,3,1000978,상암로14길,2,강동구,6270447,27525849,25621500,8048573
2019,3,1000977,명일로13길,2,강동구,6306664,25506438,25643161,7133852
2019,3,1000976,동남로85길,18,송파구,1177449,6885585,4931736,1814872
2019,3,1000975,동남로82길,18,송파구,704239,4004669,2804559,214289
2019,3,1000974,동남로65길,18,송파구,1120598,4253949,4608049,1334845
2019,3,1000973,구천면로42길,2,강동구,14283692,52846193,62155145,10728779
2019,3,1000972,구천면로41길,2,강동구,11488654,45707446,48945292,10163676
2019,3,1000971,구천면로36길,2,강동구,7815844,35031178,33002485,6858473
2019,3,1000970,고덕로61길,2,강동구,1166336,7310107,4778302,1910549
2019,3,1000969,고덕로25길,2,강동구,2104517,9214523,8941302,2118682
2019,3,1000968,고덕로10길,2,강동구,5319780,24099441,21807612,8381796
2019,3,1000967,강동대로53길,2,강동구,3924363,15782030,15827165,5247791
2019,3,1000966,풍성로25길,18,송파구,7063688,25279969,27321543,7711838
2019,3,1000965,오금로46길,18,송파구,5358398,22419094,21476463,4851866
2019,3,1000964,오금로36길,18,송파구,4204514,16195489,16925993,4667305
2019,3,1000963,오금로11길,18,송파구,6800708,26613025,27402787,10766578
2019,3,1000962,양재대로72길,15,서초구,3080964,13637979,12950371,3867004
2019,3,1000961,양재대로71길,15,서초구,3688764,14843421,15017277,4823186
2019,3,1000960,양재대로64길,15,서초구,5208821,20608262,21203368,7317630
2019,3,1000959,양재대로62길,15,서초구,3414736,13901349,13990126,5202217
2019,3,1000958,송파대로30길,18,송파구,4369740,17653843,17546551,7352221
2019,3,1000957,송이로36길,18,송파구,4592580,17657445,18458256,6510581
2019,3,1000956,송이로32길,18,송파구,5802795,22999583,23187982,6271455
2019,3,1000955,송이로23길,18,송파구,4864885,19256470,19267105,5642364
2019,3,1000954,삼전로13길,18,송파구,8188604,31350855,32846164,11266244
2019,3,1000953,백제고분로50길,18,송파구,5456820,22463855,22269819,5775952
2019,3,1000952,백제고분로46길,18,송파구,5090808,20595129,20136538,6715188
2019,3,1000951,백제고분로45길,18,송파구,6222704,23994076,24367719,7971538
2019,3,1000950,백제고분로42길,18,송파구,4526653,18761148,17846137,6051449
2019,3,1000949,백제고분로39길,18,송파구,4349973,17102645,17573380,5504687
2019,3,1000948,백제고분로34길,18,송파구,4879026,21622221,19191510,3639555
2019,3,1000947,백제고분로33길,18,송파구,5681977,23517260,22273991,5664125
2019,3,1000946,백제고분로32길,18,송파구,4135866,17473229,16552637,3278201
2019,3,1000945,백제고분로31길,18,송파구,6966496,28568124,27741472,8927315
2019,3,1000944,백제고분로22길,18,송파구,3932978,17312343,16237029,3553289
2019,3,1000943,백제고분로21길,18,송파구,5628631,22340731,22824133,7830032
2019,3,1000942,마천로51길,18,송파구,4658441,20661209,19224632,3876107
2019,3,1000941,동남로20길,18,송파구,5331652,20825167,20857402,5929637
2019,3,1000940,거마로20길,18,송파구,5223934,21960838,21676163,4401357
2019,3,1000939,학동로77길,1,강남구,3760710,15918683,15099922,4956576
2019,3,1000938,학동로6길,1,강남구,4522283,18052501,18072542,5985645
2019,3,1000937,학동로56길,1,강남구,5856369,24541108,24018759,11355162
2019,3,1000936,학동로38길,1,강남구,3436451,14216762,13868624,6609749
2019,3,1000935,테헤란로81길,1,강남구,2808172,10011940,11210861,6682764
2019,3,1000934,일원로9길,1,강남구,3561974,14305212,15065910,4522796
2019,3,1000933,일원로3길,1,강남구,3753389,15416180,15925143,4881027
2019,3,1000932,영동대로65길,1,강남구,4400380,17489690,17861163,7127079
2019,3,1000931,영동대로112길,1,강남구,2051499,7280077,8385892,4352287
2019,3,1000930,언주로81길,1,강남구,6846401,26448671,26549954,13104923
2019,3,1000929,압구정로2길,1,강남구,3691251,13800176,14549625,7920818
2019,3,1000928,선릉로18길,1,강남구,945512,3734395,3434763,818105
2019,3,1000927,선릉로146길,1,강남구,4002365,17134196,16029443,6492599
2019,3,1000926,선릉로133길,1,강남구,4651337,19863369,19150958,10061216
2019,3,1000925,선릉로132길,1,강남구,6167199,26746835,25289482,11238253
2019,3,1000924,선릉로121길,1,강남구,5080722,19968675,20739160,9902257
2019,3,1000923,삼성로75길,1,강남구,6987253,29011929,27868302,12689700
2019,3,1000922,삼성로69길,1,강남구,6529706,26585454,26066007,9729237
2019,3,1000921,삼성로64길,1,강남구,3993656,16199924,15988596,6509358
2019,3,1000920,삼성로63길,1,강남구,6114325,24526584,24261430,10285305
2019,3,1000919,삼성로57길,1,강남구,4976360,20862847,19601718,8273548
2019,3,1000918,삼성로147길,1,강남구,3751184,15911858,14903898,5609015
2019,3,1000917,삼성로115길,1,강남구,3811014,16482939,15158905,4658618
2019,3,1000916,봉은사로68길,1,강남구,3667541,15209804,14586335,6288864
2019,3,1000915,봉은사로57길,1,강남구,3847796,15098195,15506183,5667530
2019,3,1000914,봉은사로43길,1,강남구,5707228,23308445,23227221,9270309
2019,3,1000913,봉은사로29길,1,강남구,5551822,23532112,22416719,12166388
2019,3,1000912,봉은사로109길,1,강남구,2364052,8296341,9692853,4180848
2019,3,1000911,도산대로89길,1,강남구,2563805,11234079,10396635,3039131
2019,3,1000910,도산대로81길,1,강남구,2681716,11275123,10623116,4197297
2019,3,1000909,도산대로50길,1,강남구,4249517,17782233,17380384,8934362
2019,3,1000908,도산대로38길,1,강남구,2427544,9754037,9689637,5056586
2019,3,1000907,도산대로30길,1,강남구,2722956,10779586,10930285,5097102
2019,3,1000906,도산대로23길,1,강남구,3541381,14484931,14565279,6568707
2019,3,1000905,도산대로15길,1,강남구,3650950,15054232,14986556,6988766
2019,3,1000904,도곡로37길,1,강남구,5970057,23940348,23448159,8181787
2019,3,1000903,논현로8길,1,강남구,1910341,8381938,7873947,1769817
2019,3,1000902,논현로63길,1,강남구,4510252,18238010,17790589,6650699
2019,3,1000901,논현로28길,1,강남구,2826310,11519226,11464745,4733478
2019,3,1000900,논현로26길,1,강남구,2719061,11429125,11441778,4962340
